,0,1
0.48631265799999995,511.13998006249994,18.01177055837608
0.6160357,518.5651895625001,14.41677165242572
0.761314631,516.4409959375,11.562142294070163
0.921086252,498.7364446875,10.033343076846062
1.10090876,469.21186425,8.525960089135152
1.30076897,432.36606031249994,7.166902606894378
1.52065766,390.8582325,6.015569948182887
1.76056802,348.8471028125,5.0627218566085155
2.02982759,306.8450798125,4.1130262268526305
2.3251667,268.02179912500003,3.4237248453171603
2.6445415,230.31922568749997,2.8352558253566023
2.9993,195.9266969375,2.3786847577905452
3.38409519,164.88111625,1.9443116023070879
3.80364299,138.13519325,1.6035095003346616
4.26325035,114.221393625,1.2606402549578282
4.76764107,93.84544565,1.0218200936968975
5.31262636,76.85266114375,0.8244020561638832
5.89711809,62.8061151125,0.6692805106226453
6.53642082,51.0260717875,0.5398965027937433
7.22628546,41.4471404625,0.438028046142314
7.97046423,33.577583806250004,0.3525322520546884
8.77995968,27.076658981250002,0.28099967389018266
9.6447401,21.81329253125,0.22690443447789563
10.5882015,17.52581830625,0.18306745866039142
11.58922,14.112179918750002,0.14829416911319845
12.633249300000001,11.45860088125,0.12427270933111305
13.776940300000001,9.21799165125,0.10003075673088331
15.0259476,7.41460397875,0.08133568030946188
16.3750439,5.969773413125,0.06637823486986973
17.8194332,4.797352584375,0.05430804120694445
19.3634815,3.86456900625,0.044352067170575396
21.0128155,3.12324399,0.03620379229973952
22.8102264,2.503463475625,0.029139782434013446
24.7598152,2.0130417081250003,0.02384987924714332
26.809446299999998,1.633627060625,0.019296239397790235
29.0072136,1.320359811875,0.015807968038343088
31.352233899999998,1.064817696875,0.01298398633531601
33.8450394,0.8688676725625,0.010506493161946517
36.5431938,0.70410982875,0.008580170284585614
39.4414864,0.572476800375,0.007031557114261894
42.5399208,0.4663904515,0.005803909499557121
45.8384857,0.3812994859375,0.004837965571686809
49.3853607,0.31131719062499996,0.004030614163788564
53.184265100000005,0.25396211818750003,0.003377539817416285
57.231483499999996,0.207475065,0.002808761244146107
