,0,1
0.0885,714.93575,93.40963403248833
0.1,827.63725,115.67698073409865
0.1075,778.2715,140.35013474824314
0.115,906.89275,119.8123009482384
0.125,986.017,122.66267630840535
0.14,1096.605,110.74993211345831
0.155,1022.555,126.78815760492972
0.165,1115.7675,132.09815150431234
0.18,1170.045,112.51872301644403
0.19995,1265.74,118.21190104533943
0.215,1276.7475,122.80706852291982
0.23,1280.4575,106.60720078320811
0.25,1323.7024999999999,109.30433731955985
0.275,1362.6149999999998,105.85471410912695
0.3,1404.8025000000002,115.68054830488194
0.325,1421.9925,110.09103304857815
0.35,1402.565,114.10494130841246
0.375,1373.4175,105.57365693700832
0.41,1425.355,106.72822518838446
0.445,1346.305,104.07068989566659
0.48,1361.57,101.30682881278598
0.52,1355.09,102.0254690594247
0.56,1308.7549999999999,98.98631702272037
0.6,1275.6125000000002,96.3316006949595
0.645,1234.9025,91.0325017601303
0.695,1236.4050000000002,92.31304653336181
0.745,1162.8975,87.49207055666531
0.8,1179.53,87.44254605823647
0.86,1079.45,79.87092402397168
0.925,1049.8700000000001,76.81243972724508
0.99,978.5819999999999,71.46409634281967
1.055,883.39675,63.42544367472431
1.13,848.0855,60.469247333739666
1.21,801.573,57.73142646701129
1.295,715.895,51.27043556390009
1.38,695.12375,50.05493809664068
1.47,637.726,45.41019356132725
1.57,604.035,43.50695292543553
1.67,531.15625,38.218760252815066
1.775,501.4215,36.04893755761551
1.89,490.7995,35.438579619428886
2.01,433.059,31.546948353619918
2.135,412.7735,29.70544870365042
2.265,372.1665,26.890828417025507
2.405,354.5555,25.8003628799215
2.55,302.94475,22.102466697890588
2.7,282.86850000000004,20.470557647601165
2.86,259.914,19.073204090427
3.03,236.0555,17.25249605136638
3.21,217.376,16.092211421443913
3.395,197.13925,14.617966207382654
3.59,185.15275,13.74207908813337
3.905,158.33024999999998,11.262096509123257
4.355,121.89275,8.592861508262613
4.85,103.3045,7.411918125711206
5.395,81.872,5.871708248137951
5.99,68.56549999999999,5.034661056193083
6.645,52.12675,3.833942627754946
7.365,40.247,2.97798865934519
8.155,34.650999999999996,2.597678323025221
9.025,26.76375,2.0184235828537855
9.98,20.916,1.5793286749844455
11.025,16.744500000000002,1.2735590520010496
12.17,12.992,1.0072395832790975
13.43,10.227500000000001,0.812358593006606
14.815,7.7357499999999995,0.6189801746760636
16.33,6.2802500000000006,0.5149950054943119
17.99,4.848000000000001,0.40910881010366995
19.81,3.51675,0.3078485843370497
21.805,3.04075,0.2633151467358422
24.0,2.31425,0.20445541586494168
26.405,1.8457499999999998,0.17031256079920382
29.04,1.47,0.13878626163165658
31.93,1.1055,0.10850705926893074
35.095,0.7965,0.08335594409243126
38.57,0.6165,0.06850710953118241
42.38,0.51675,0.05910775445475492
46.555,0.36274999999999996,0.043558224633986814
